duration,rms,max_amplitude,min_amplitude,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_flatness_mean,spectral_flatness_std,zcr_mean,zcr_std,spectral_contrast_mean,spectral_contrast_std,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,harmonic_ratio,percussive_ratio,pitch_mean,pitch_std,pitch_range,tempo,beat_strength,dominant_freq,freq_peak_concentration,low_freq_energy,mid_freq_energy,high_freq_energy,class,file_path,file_name,predicted_class,confidence,entropy
7.5,0.09393131,0.8537903,0.0,1840.363326883107,849.5847274709043,1956.6149363324141,1110.7967191993196,3047.343920001209,1695.9325860319857,0.0068947338,0.069123745,0.06112015685444874,0.01782678137551425,20.074920885542603,8.798870277762902,-392.87555,115.28957,157.04984,45.54669,-54.494915,61.444633,-35.040974,25.067404,-3.5678167,10.669012,-18.852564,23.136518,-28.296848,22.252296,-27.415453,20.949621,-19.003376,17.617086,-12.213625,11.067494,-3.7464645,7.4477196,-1.0808052,4.4744554,3.4744961,5.4103694,0.9026525485803848,0.014351846971888826,1450.7655,833.18585,3848.7864,[86.1328125],0.6666666666666666,2242.333333333333,780.214210080226,4.354357167566855e-05,0.6566306544143313,0.34332580201399304,khean,dataset\khean-ss1\Recording_174.wav,Recording_174.wav,khean,0.9997958540916443,0.0010795526945166617
8.0,0.09256279,0.944397,0.0,1595.5594182240382,652.7114750233504,1902.7742337714037,1081.0667555832388,2683.6118834622825,1288.7250862857463,0.0056045097,0.065332435,0.04273074830754352,0.009877916124801572,20.477866711994967,8.95785276934269,-411.99713,99.259575,150.21162,45.496685,-32.20034,51.24345,-28.901623,22.824581,5.0174565,7.3334403,-9.834827,19.713501,-20.385746,20.08882,-20.742296,18.238316,-15.127026,16.092638,-7.3071036,11.204886,-5.5405455,8.550389,-4.887988,7.3650393,4.5456133,8.404231,0.9706344761873968,0.004410810211119951,1318.2041,774.2994,3825.2834,[64.59960938],0.6666666666666666,443.8333333333333,93.88817373166155,8.109265287660398e-05,0.8945950914171563,0.10532381592996706,khean,dataset\khean-ss1\Recording_175.wav,Recording_175.wav,khean,0.9292973279953003,0.14786526875848616
7.2,0.09804838,0.727417,0.0,1590.8828953772809,674.8912306734226,1675.7547296704004,882.3598170656755,2626.9674806576404,1348.4372136846748,0.005714829,0.06819076,0.04462531733558994,0.016400219190269877,22.412572573672104,9.675997198222406,-389.07022,89.69204,150.3439,32.652367,-50.483044,54.260227,-22.960817,19.228416,5.032093,10.116112,-10.937686,20.057787,-17.871414,17.006523,-22.51862,18.935358,-16.11936,17.544065,-3.992432,12.710188,12.632729,11.615667,23.77158,17.548815,17.254189,15.1466675,0.9786471666675284,0.0028223433986258152,1361.2755,826.55914,3849.5427,[172.265625],2.8333333333333335,656.0,92.5180477888864,0.0003209583761356008,0.9426805986740927,0.05699844294977165,khean,dataset\khean-ss1\Recording_176.wav,Recording_176.wav,khean,0.9869003891944885,0.03806335676303884
7.4,0.090063974,0.9176636,0.0,1828.3336387973397,666.8820047883879,1955.3969527617476,1047.678763214265,2920.1022651716635,1359.91712545691,0.0075540016,0.07775685,0.06137988092359768,0.019149927889054917,20.714084736608577,9.296435731130678,-406.78354,105.46733,140.42097,35.541096,-50.337025,65.92162,-31.688232,25.34763,3.2073402,8.179278,-5.301629,13.401286,-17.35712,15.941251,-22.559698,18.436134,-17.486855,17.710073,-13.535035,14.616392,-5.6946006,6.499211,1.064551,3.9980135,9.503834,9.122379,0.9524583142470983,0.009336033615839297,1379.3103,816.7327,3848.903,[57.421875],0.16666666666666666,2242.333333333333,768.9496748812629,7.55474576357546e-05,0.6681081326361746,0.3318163199061892,khean,dataset\khean-ss1\Recording_177.wav,Recording_177.wav,khean,0.9999021291732788,0.0005535392776607283
6.1,0.08231383,0.39804077,0.0,2144.229075489772,644.7976393231163,1932.4559793240498,726.5976469840672,3329.5663269161023,1365.2414339790832,0.0060601886,0.06944697,0.07131456268133463,0.032065672800718384,23.787476043902075,12.229580700885112,-439.96777,50.474854,103.10158,14.571086,-33.20503,29.472927,4.7187834,15.154442,-5.55805,10.132533,-4.01176,9.439384,-9.379702,8.764895,-14.42449,10.364558,10.326731,6.9923196,18.779894,11.919965,21.598654,13.162523,14.885795,10.416559,-6.428536,8.283903,0.9995722827190529,7.254360331299867e-05,1564.8936,917.1643,3823.455,[67.99958882],0.8333333333333334,886.0,265.6016942717045,0.00011034603522009864,0.7757290447747814,0.22416060918999836,khean,dataset\khean-ss1\Recording_178.wav,Recording_178.wav,khean,0.9999494552612305,0.0002872987099890724
7.0,0.083112374,0.4433899,0.0,1486.5360871119549,794.4449632445669,1480.6086652304216,786.8053297795591,2409.886136968085,1362.729349455685,0.0071042273,0.079116814,0.053357712765957445,0.016281353371195514,24.68359238130309,10.595419029312843,-443.10214,48.48273,118.615295,17.376497,-23.98877,31.065634,-16.435932,15.654036,2.3874366,6.5391364,-6.2332864,10.0962925,-8.972174,5.266117,-12.728309,7.0648117,-8.451606,7.605533,-4.835042,6.46891,-9.0018835,7.072885,-13.764947,12.868046,-14.629738,15.960711,0.9997653737450424,3.886088888898427e-05,1415.0187,790.2833,3791.315,[75.99954044],0.3333333333333333,492.16666666666663,225.65233583250733,4.6223202327053455e-05,0.9475279351859403,0.05242584161173273,khean,dataset\khean-ss1\Recording_179.wav,Recording_179.wav,khean,0.758084774017334,0.2858007928729867
7.3,0.08396433,0.39562988,0.0,1509.1344382472496,682.6035885355379,1822.9621587378153,897.8890903971388,2371.068060928433,1337.1862674388292,0.0057693017,0.06844824,0.0428960272606383,0.014061828569621918,23.004034659384793,10.510781727230997,-456.31342,46.55529,111.34116,17.18781,-3.4698753,30.736446,-5.0105495,6.8151364,4.967747,7.5743523,-6.2893677,13.925572,-5.4113398,7.005087,-10.377814,7.161377,-14.180966,11.9677105,-5.367052,6.86083,1.362714,5.188313,9.566016,9.392315,24.020739,19.1974,0.9995384037995415,0.00013814359165875153,1325.1671,801.9235,3843.3064,[30.57969675],0.3333333333333333,654.0,261.66689225043353,0.00035565509391214414,0.9735407965903746,0.026103548315713435,khean,dataset\khean-ss1\Recording_180.wav,Recording_180.wav,khean,0.9958614706993103,0.015561142001349669
8.2,0.09361046,0.7590637,0.0,1745.669870201981,727.5995099789048,1932.8959786235641,1036.7556307462232,2947.633110946567,1391.3259276501244,0.0064499136,0.06982875,0.05142442124032882,0.009107755404695413,19.314225457971673,8.184992849875123,-367.82523,123.864075,161.32382,46.888004,-57.822266,60.9236,-32.49366,22.830397,-11.483858,16.863583,-24.927673,28.69108,-29.154375,24.039179,-26.577007,18.79667,-17.179407,13.93707,-13.649788,12.183974,-6.044763,5.988508,-2.210202,4.507047,2.803928,3.9077318,0.8522492185281348,0.01944007116599582,1452.5953,852.85754,3846.7676,[86.1328125],0.16666666666666666,443.8333333333333,127.69909944866485,3.856788225840345e-05,0.842448211091997,0.15751322102574444,khean,dataset\khean-ss1\Recording_181.wav,Recording_181.wav,khean,0.9997875094413757,0.0011185897332500732
7.7,0.09172374,0.75701904,0.0,1760.4141003336924,768.8477677816134,2022.9163795764146,1078.283123617839,2816.809530645551,1402.3231435574505,0.0070184493,0.07193427,0.04927390594777563,0.012071908455289883,21.331215544923865,9.729369078694392,-403.88467,109.07729,139.47165,32.49633,-46.884872,63.317703,-26.9847,18.630503,-10.537241,14.060412,-13.772705,21.399092,-12.790911,13.133504,-24.222065,18.438627,-21.431145,18.523527,-8.728876,9.849935,-0.40721378,4.235124,-2.6133487,3.906985,1.4218948,3.8822658,0.9771477283836515,0.007130189937716061,1344.0015,773.50635,3812.1929,[258.3984375],0.16666666666666666,491.8333333333333,587.5615591862127,4.879404141038573e-05,0.8572693623900398,0.14268184356854963,khean,dataset\khean-ss1\Recording_182.wav,Recording_182.wav,khean,0.9999983310699463,1.314204986095351e-05
7.2,0.11842944,0.811676,0.0,1933.386532719368,707.4472567192194,1708.2741053410273,769.7904383523969,3137.1419585650387,1419.4463431608863,0.0064704376,0.07107351,0.06482712765957446,0.0126033070625209,23.928701913185307,10.252808565576254,-326.37613,94.68286,135.63252,25.314245,-90.91716,54.759167,-19.354704,12.777558,-10.142858,13.980425,-27.104988,20.014257,-26.18517,13.502752,-30.778212,15.676028,-11.06392,8.307612,-2.5346143,10.678881,5.5262146,11.681909,12.502234,11.871254,11.329901,11.323312,0.9685789033414866,0.007110334787062003,1685.2383,954.6108,3846.2795,[50.17445388],0.6666666666666666,491.8333333333333,458.47264579737407,2.54395973952721e-05,0.805853609157758,0.19412095124484688,khean,dataset\khean-ss1\Recording_183.wav,Recording_183.wav,khean,0.9999932050704956,4.8308075221057904e-05
5.4,0.08133893,0.6742554,0.0,1592.4420928918696,938.7414456968249,2252.518432685863,1111.1272685491895,2482.4409529134427,1728.5478148094546,0.102674894,0.3008648,0.03837682845744681,0.024318320021884804,19.146837463121088,9.394605211404222,-483.60696,70.17928,76.83774,29.49583,1.0031105,36.799892,0.92542446,8.61887,2.0724983,8.804252,0.077047974,11.956966,1.0457778,6.3200636,-6.4385037,10.759743,-8.780904,15.359904,-4.023822,10.247352,-0.560868,6.83518,2.7426562,6.192399,3.7729652,5.566222,0.9981010122711466,0.00041619779826642306,1261.5306,780.8667,3813.8213,[37.17963129],0.16666666666666666,584.5,572.4050372478099,9.535636307850556e-05,0.9763316262333832,0.02357301740353808,khean,dataset\khean-ss2\Recording_185.wav,Recording_185.wav,khong_vong,0.4571303427219391,0.5523730996948235
6.3,0.078019,0.63986206,0.0,1498.0692954050855,669.8998195711245,2298.394767626875,883.255103918539,2476.8181629291585,1192.6086112246833,0.005769871,0.069021136,0.029875823561411993,0.015610474881001476,19.01458579763736,9.698389695489421,-464.3535,66.18242,98.69431,21.102863,7.322495,37.323902,1.9402852,8.394692,4.938111,6.614752,2.639823,13.506481,2.302034,8.435241,-0.4991251,7.2418547,1.677809,6.2822804,1.7692508,6.413802,-0.9805847,6.8758836,-4.528256,9.903939,-3.9347818,11.32758,0.9984990852648152,0.00029366022790934234,1032.0579,660.5124,3722.6433,[120.18531977],0.16666666666666666,491.3333333333333,245.75011303264043,0.0008214807180487979,0.9211990538912626,0.07797946539068883,khean,dataset\khean-ss2\Recording_186.wav,Recording_186.wav,khean,0.831627368927002,0.28094958393687286
6.0,0.056457125,0.41619873,0.0,2193.3563074753747,787.9382787602427,2902.8576385556435,960.464322232792,3645.192271367263,1992.4568656963504,0.0068962807,0.06846249,0.04885173627901354,0.016445379384034804,18.742038086451917,10.325768355963232,-474.41827,65.776505,82.4856,21.64638,4.4896336,24.86006,-6.3473706,7.587668,-5.4271674,8.048529,-3.9279387,13.719361,-5.1610646,12.127869,-4.928142,7.366122,0.63242793,5.8966317,17.42648,19.29779,8.439275,10.281219,8.110798,12.048891,-4.6313195,7.0516105,0.9991139458835967,0.00018545735910045048,1362.2067,771.936,3847.7622,[75.99954044],0.16666666666666666,891.3333333333333,1.236033081182607,0.00012231182273641388,0.9328037745556742,0.06707391362158953,khean,dataset\khean-ss2\Recording_187.wav,Recording_187.wav,khean,0.9939005374908447,0.020947569124984113
6.6,0.06676455,0.60769653,0.0,1533.2427437108342,626.8443256366813,2090.5188097955674,1050.0676573131423,2390.185546875,1073.6713475591519,0.0073353034,0.07804349,0.03715848646034816,0.006213572680890203,19.30108033211626,9.656091781233481,-475.61652,61.64727,115.69903,25.285555,1.8975525,36.11099,-13.266714,13.442066,0.8247688,5.205351,-0.24815477,13.662598,-4.552454,9.673356,-9.999245,8.305347,-5.2692,7.6804504,4.6149254,4.5060816,0.02065314,3.1610415,-9.1163435,8.909036,-7.604341,8.711584,0.9992404784489816,0.00010748060406067845,1197.4083,677.9855,3819.0833,[33.99979441],0.16666666666666666,886.6666666666666,202.9865649631905,0.00010623861051788712,0.9219966381752214,0.07789712321426104,khean,dataset\khean-ss2\Recording_188.wav,Recording_188.wav,khean,0.9737063646316528,0.07783534268945666
6.4,0.0774108,0.61331177,0.0,1615.9379598481305,694.9459280561542,2093.5321151676976,994.8449550754217,2438.0417371856865,1306.6756598820093,0.0062045995,0.069798864,0.03283951130319149,0.006535203356672534,20.78655676612674,10.674362379436536,-467.57047,49.25469,87.54952,16.934713,0.9114733,31.621267,-2.4449973,8.2206335,1.6271068,4.818576,-4.5741563,12.399222,-6.8153896,10.894385,-17.368008,15.973768,-14.374484,12.987076,0.063901976,3.706426,1.7223357,4.487605,4.195417,5.804371,16.97992,16.852997,0.9975807545559495,0.0006699590115991015,1275.4789,726.9018,3814.441,[120.18531977],0.16666666666666666,653.3333333333333,0.8793937305515318,7.768134217995451e-05,0.9714825051461713,0.028439813511648777,khean,dataset\khean-ss2\Recording_189.wav,Recording_189.wav,khean,0.9726845026016235,0.07874389074668636
6.8,0.060951672,0.3765869,0.0,1742.8664196341617,700.7398855723314,2330.5865250131847,796.4724756407486,2833.7195508945842,1480.9175795519307,0.0062490436,0.06986224,0.03611109012330754,0.009106134987632873,19.890598354954616,9.740043419330775,-468.83505,56.621616,106.78953,12.185858,-4.4433413,31.828308,1.5308796,13.347352,-2.7053318,10.481039,-1.4911249,15.521374,-5.127062,9.745971,-12.729848,10.671875,-5.940619,7.566821,7.2848277,5.951477,12.423999,11.645856,12.711905,14.397253,18.434864,19.100403,0.998747708053928,0.00030924890645689243,1298.91,759.5729,3841.0938,[29.87265173],0.3333333333333333,747.0,0.5066228051190191,0.00021554498795293823,0.9408692772533603,0.058915177758686654,khean,dataset\khean-ss2\Recording_190.wav,Recording_190.wav,khean,0.6178369522094727,0.3462530261207544
7.6,0.08861936,0.7354431,0.0,1430.494321298827,666.3058148519152,1863.5269000621095,796.1717855734416,2320.546251662234,1252.3968476518899,0.006188535,0.0755809,0.03636136968085106,0.018525893241002934,21.02277411409531,10.144620825458183,-411.95358,87.04948,140.44588,23.844492,-25.849121,61.83717,-11.29369,18.17143,10.893315,8.760029,2.1346872,16.613747,4.824932,5.7740107,-8.606658,12.229054,-16.558674,19.873175,-4.074792,8.204409,-1.2289035,4.3126187,-14.242966,14.250748,-13.638217,12.718852,0.9918215197030831,0.0014477682754610918,1026.3021,698.28406,3842.4788,[19.9535473],0.16666666666666666,491.5,632.3178018212044,0.0008095567873587168,0.9766201302907913,0.022570312921849807,khean,dataset\khean-ss2\Recording_191.wav,Recording_191.wav,khong_vong,0.6056185364723206,0.34836365976047207
8.1,0.09169179,0.82006836,0.0,1804.4459311283304,631.1509802384832,2364.695504030334,792.7088108033217,2907.0657224673596,1185.1653144499649,0.0060198903,0.069631554,0.04527226638056093,0.018706554716378145,18.11640638903762,8.20252890253387,-411.10022,142.3121,133.85297,28.616245,-40.5823,82.75549,-11.679138,9.815374,-5.013432,14.98189,-6.8362303,26.022057,-5.769959,13.861612,-15.444,17.921207,-12.2198715,17.152016,-7.071501,14.47607,-4.230531,9.287357,1.446255,4.386842,10.000881,12.196078,0.9267643639938381,0.012002772425572086,1365.4487,831.98035,3821.7886,[271.99835526],2.8333333333333335,491.0,372.20940977119614,0.000178933754342798,0.7924186912571874,0.20740237498846947,khean,dataset\khean-ss2\Recording_192.wav,Recording_192.wav,khean,0.991417646408081,0.02574398990993316
7.2,0.11166709,0.914093,0.0,1892.7326542186722,632.9563807591961,2345.0503169649996,848.3948549871543,2987.2841929098163,1245.2400683879193,0.00622657,0.06976229,0.051130696929400386,0.018353738613503957,19.597106422197747,9.47351859840842,-396.04373,129.00656,112.93761,24.970827,-43.184395,79.43756,-13.057379,12.310073,-5.3728075,10.79625,-12.623649,25.978247,-13.642642,20.92932,-19.468658,19.277195,-13.93951,14.108302,-6.4800143,10.043942,-4.020787,7.4086213,4.0445476,5.775176,11.475411,12.7067175,0.9765842900472692,0.006649483534864509,1407.5833,857.6504,3807.9768,[191.40625],0.16666666666666666,1473.8333333333333,439.5799080435268,4.827112241278292e-05,0.8076900281550097,0.19226170072257742,khean,dataset\khean-ss2\Recording_193.wav,Recording_193.wav,khean,0.9990491271018982,0.003961888085731198
7.0,0.10004656,0.8974304,0.0,1946.837009683604,583.15124115676,1963.7818272534073,936.3510742497975,3015.5230937197775,1186.3468149703635,0.0061766757,0.06872652,0.06761703638781431,0.024087775171470163,19.79113850494775,8.525285499769543,-370.78293,131.52182,145.3219,35.179592,-72.729385,74.67218,-26.395151,17.454792,-8.692312,15.00196,-18.61208,23.197346,-17.533667,14.302693,-26.973543,19.059103,-19.730057,13.604296,-9.013415,8.72938,-7.050186,6.587895,-3.1316166,5.6623693,5.5520687,6.87465,0.9148912102924833,0.015455070217551502,1406.9009,785.1843,3792.3877,[258.3984375],1.5,2238.5,688.0788884035512,3.4657779914464937e-05,0.4785938571801452,0.5213714850399402,khean,dataset\khean-ss2\Recording_194.wav,Recording_194.wav,khean,0.9963262677192688,0.012828139752296434
6.5,0.085844,0.91537476,0.0,2110.2006871436793,707.1238189694102,2326.5379649608135,957.0358961999344,3449.8523822836073,1311.3711297070279,0.0077149016,0.078439884,0.06767181455512572,0.03206663129521706,21.609051201280547,11.539077482587796,-466.74335,80.199425,79.769005,23.550972,-14.068107,47.694458,2.3367822,7.898776,1.0012646,8.329126,-0.67871433,10.749254,-3.7261717,9.021622,-10.260179,12.04855,-10.050217,11.661899,-2.0752354,6.5857706,9.783808,11.313644,11.200973,14.513057,13.1577425,15.92995,0.9916838256951991,0.002125714862093928,1387.5514,888.44086,3846.5322,[42.0160061],0.3333333333333333,2238.5,365.5728719725004,5.8557021696676237e-05,0.4373297846540561,0.5626116583242474,khean,dataset\khean-ss2\Recording_195.wav,Recording_195.wav,khean,0.9993780851364136,0.0027796563741183697
