duration,rms_energy,max_amplitude,dynamic_range,spectral_centroid_mean,spectral_centroid_std,spectral_rolloff_mean,spectral_bandwidth_mean,zero_crossing_rate_mean,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,chroma_mean,chroma_std,tempo,instrument,file_path,file_name
7.4,0.08109882,0.9176636,1.6561279,1865.2651931870344,610.7604123537052,2969.2869563087775,2236.3854153503535,0.05620055961010972,-436.2372,112.978455,127.01402,42.583466,-35.323227,67.05656,-24.772232,27.122011,3.4369106,7.6425805,-2.63191,13.471447,-12.878107,17.168493,-17.912407,19.290756,-13.880121,17.674725,-10.425128,14.760708,-4.1628737,6.9049296,0.9894893,4.0468926,7.7732754,9.116149,0.48794827,0.29783767,[57.421875],khean-ss1,dataset\khean-ss1\Recording_177.wav,Recording_177.wav
6.1,0.08163645,0.39804077,0.7726135,2141.0601935738555,640.2658509930538,3326.920820461027,1953.3036996857315,0.07078500029705323,-441.54617,51.452522,103.027374,14.461325,-32.24293,30.122263,4.5587335,15.085004,-5.3421545,10.185208,-3.7911851,9.513451,-9.22095,8.776159,-14.134731,10.515741,10.296191,6.9550705,18.529507,11.973103,21.230268,13.34795,14.690124,10.437698,-6.26553,8.32039,0.23795386,0.3281041,[67.99958882],khean-ss1,dataset\khean-ss1\Recording_178.wav,Recording_178.wav
7.0,0.0769618,0.4433899,0.79418945,1532.0698601390689,747.1891918708801,2471.747463852612,1660.9501718263327,0.052097908893034825,-454.5212,53.194424,114.36513,19.448877,-17.284977,33.48936,-14.484383,15.319002,2.2382371,6.243986,-5.034132,9.908653,-8.082588,5.692185,-11.372402,7.5250955,-7.4072614,7.6483808,-4.554458,6.4884768,-8.13215,7.126723,-11.476867,13.591051,-11.923846,16.668491,0.24330115,0.33031905,[75.99954044],khean-ss1,dataset\khean-ss1\Recording_179.wav,Recording_179.wav
7.3,0.076122865,0.39562988,0.7743225,1603.6426474076295,659.6230249868964,2541.8422874850953,2076.892035873611,0.042352382253577105,-469.02554,50.31626,105.30453,20.326756,2.0463984,30.365393,-4.1318474,6.75457,4.318333,7.3352685,-3.89102,13.7759,-3.8143363,7.439267,-8.876655,7.4294186,-11.888833,12.03398,-4.090791,6.9958167,1.4115387,5.0365415,7.6917434,9.60112,19.415358,20.08974,0.33407503,0.34212834,[30.57969675],khean-ss1,dataset\khean-ss1\Recording_180.wav,Recording_180.wav
8.2,0.08130366,0.7590637,1.5040283,1770.7732616054834,716.6152342356754,3011.206779857673,2092.3547573885303,0.04891859861209335,-402.13464,128.47209,148.15521,53.860615,-42.191257,60.490406,-29.218714,24.636953,-9.878449,15.287569,-20.946081,27.354313,-26.047848,25.018276,-24.25311,19.390562,-16.205706,14.076225,-11.510834,11.868581,-4.3508353,6.150551,-1.6832441,4.4762545,2.329618,4.351536,0.51291186,0.27672106,[86.1328125],khean-ss1,dataset\khean-ss1\Recording_181.wav,Recording_181.wav
7.7,0.081213325,0.75701904,1.413147,1773.9266630074967,716.5936268166832,2829.7028690935617,2202.5774050241876,0.046448489269578314,-434.52484,113.824394,127.069984,39.06354,-32.023533,63.003883,-21.552462,20.721151,-7.862561,13.763114,-10.201459,20.380232,-10.478798,13.537472,-20.319624,18.868008,-17.68672,18.410696,-6.4504275,9.857216,0.39271867,4.4914804,-1.9768758,4.0121913,1.2231028,3.8530262,0.41819495,0.3036849,[53.27802835],khean-ss1,dataset\khean-ss1\Recording_182.wav,Recording_182.wav
7.2,0.10811489,0.811676,1.5261536,1923.2437290972266,650.1914341008868,3115.5181442481885,1930.748928291384,0.05971891983695652,-362.37268,118.70873,123.38494,36.582603,-72.34893,65.36096,-15.272635,15.871994,-6.659697,15.110303,-20.795443,23.242659,-21.039047,17.312258,-25.130545,19.184322,-8.415317,9.712825,-1.2381489,10.270716,5.3371305,10.788822,11.109534,11.429499,10.212638,10.906438,0.4059337,0.31141648,[50.17445388],khean-ss1,dataset\khean-ss1\Recording_183.wav,Recording_183.wav
5.4,0.08573876,0.6742554,1.2879944,1746.3756132933654,801.9571924767686,2704.311544393777,2474.127770826948,0.042569532926502146,-472.1714,64.32796,85.20722,15.949873,1.0758901,38.752586,0.99380296,9.048362,2.271141,9.232309,0.061966795,12.584156,1.1407698,6.6370316,-7.1594768,11.092844,-9.756082,15.874976,-4.4770365,10.69313,-0.63424623,7.191138,3.031554,6.452783,4.175605,5.7168107,0.48360023,0.3394531,[37.17963129],khean-ss2,dataset\khean-ss2\Recording_185.wav,Recording_185.wav
6.3,0.07613908,0.63986206,1.0702515,1504.1161238534894,655.3986317651709,2471.5199844613257,2336.195077437107,0.02967275264732965,-467.66464,66.24585,97.03837,21.879658,8.555484,36.83456,2.2947345,8.364821,4.860132,6.530165,2.8332975,13.244813,2.5675385,8.364219,-0.248661,7.2069592,1.6865166,6.174059,1.7634616,6.2847934,-0.8039371,6.7799053,-4.140227,9.836912,-3.5471938,11.201616,0.49068385,0.34775254,[120.18531977],khean-ss2,dataset\khean-ss2\Recording_186.wav,Recording_186.wav
6.0,0.056457125,0.41619873,0.7131958,2193.3563074753747,787.9382787602427,3645.192271367263,2902.8576385556435,0.04885173627901354,-474.41827,65.776505,82.4856,21.64638,4.4896336,24.86006,-6.3473706,7.587668,-5.4271674,8.048529,-3.9279387,13.719361,-5.1610646,12.127869,-4.928142,7.366122,0.63242793,5.8966317,17.42648,19.29779,8.439275,10.281219,8.110798,12.048891,-4.6313195,7.0516105,0.37903303,0.34516963,[75.99954044],khean-ss2,dataset\khean-ss2\Recording_187.wav,Recording_187.wav
6.6,0.06365806,0.60769653,1.0071716,1555.70081776563,602.4509165142429,2401.6522613686293,2187.921657555538,0.036856223912565905,-481.191,61.34203,113.00407,25.574804,4.571748,35.45186,-12.220186,13.265674,0.6742791,5.061076,0.5170216,13.276627,-3.6051705,9.733845,-9.130816,8.4391985,-4.7844224,7.5605073,4.4978,4.4460707,0.19382961,3.2711008,-8.405236,8.853212,-6.939648,8.618675,0.38919812,0.3407307,[33.99979441],khean-ss2,dataset\khean-ss2\Recording_188.wav,Recording_188.wav
6.4,0.07495314,0.61331177,1.092102,1623.061777707671,674.801053138968,2442.614215353261,2159.549174192242,0.03267326907835145,-470.85287,49.317318,86.3096,17.094782,2.8217955,31.480246,-1.9668866,8.21949,1.6118699,4.771083,-3.842102,12.365108,-5.9175324,11.136941,-16.092487,16.256649,-13.427954,13.127064,0.17580809,3.7174585,1.7500376,4.4325533,3.9614744,5.79441,15.90674,16.86987,0.37328786,0.34740165,[120.18531977],khean-ss2,dataset\khean-ss2\Recording_189.wav,Recording_189.wav
6.8,0.05726464,0.3765869,0.6753235,1700.269715520809,676.9104866113161,2768.4129526183874,2379.5016509001316,0.03354225549274744,-474.82935,55.798428,106.94995,11.614372,-0.08657285,32.294357,1.264874,12.64403,-1.2387614,10.741802,0.98270166,16.158623,-3.1722803,10.69765,-10.881399,11.312901,-4.5938573,8.138659,7.537011,5.840564,11.756767,11.174045,11.613678,13.916956,16.835957,18.52003,0.41922587,0.35948357,[29.87265173],khean-ss2,dataset\khean-ss2\Recording_190.wav,Recording_190.wav
7.6,0.079395115,0.7354431,1.335022,1419.0424683918945,620.1710998007986,2267.528476860687,1977.3849781570468,0.033888955152671756,-434.62067,91.198845,130.89406,30.923628,-14.74653,59.7855,-9.338194,18.68935,9.287084,8.605166,3.3416479,15.04535,4.6315193,5.783288,-7.339723,11.658164,-14.4058,18.828337,-4.177922,8.590361,-1.5867033,5.2789936,-12.309104,13.774343,-11.688065,12.478017,0.42357704,0.3328235,[19.9535473],khean-ss2,dataset\khean-ss2\Recording_191.wav,Recording_191.wav
8.1,0.08259762,0.82006836,1.6105347,1789.2107654889662,569.3025221028875,2860.892729226361,2385.6083887851887,0.04395790428008596,-426.5575,140.9585,127.50511,36.200325,-37.794186,80.38317,-11.908118,13.528725,-3.5835962,13.455668,-7.583023,25.463219,-5.6700387,14.256083,-14.910606,17.893557,-13.838537,17.943811,-7.950242,13.811392,-4.2732215,8.827038,1.2850562,4.679528,10.116664,12.369245,0.5208582,0.2870337,[103.359375],khean-ss2,dataset\khean-ss2\Recording_192.wav,Recording_192.wav
7.2,0.10193776,0.914093,1.7567139,1946.5830447715978,599.9062240813537,3052.3402117300725,2591.9333709482876,0.048982236312399355,-424.68973,133.95355,100.47135,36.055115,-31.81092,76.80616,-8.852849,14.71946,-3.662377,10.650906,-10.179726,24.376951,-11.260465,19.888468,-16.294863,19.032085,-11.774751,13.827688,-5.5804095,9.464341,-3.536446,6.9659095,3.2845752,5.7181783,9.718334,12.311093,0.49444643,0.29779628,[191.40625],khean-ss2,dataset\khean-ss2\Recording_193.wav,Recording_193.wav
7.0,0.09262537,0.8974304,1.7723999,1982.619361766894,558.7745974638435,3082.4262476679105,2210.0110298010513,0.06325469009121061,-400.90442,142.43443,133.10716,44.280155,-58.25241,77.736855,-21.740969,19.85829,-7.216027,14.451219,-15.196582,23.120247,-14.241032,15.595556,-22.883945,20.350187,-17.008554,14.332913,-7.722015,8.833075,-5.9141726,6.8684464,-2.5961752,5.560858,4.858146,6.6875596,0.41118154,0.30060062,[72.78829225],khean-ss2,dataset\khean-ss2\Recording_194.wav,Recording_194.wav
6.5,0.082476415,0.91537476,1.7697449,2098.539762094395,681.7833261412404,3406.3604736328125,2411.7341930819703,0.0649658203125,-473.02295,80.08055,77.946205,23.513012,-10.770493,47.237293,2.7867453,7.7905097,1.1514901,8.059425,-0.19784296,10.497095,-2.990426,9.084307,-9.2816305,12.113359,-9.284595,11.560596,-1.9250981,6.3894434,9.058002,11.187967,10.3554535,14.278492,12.196284,15.685827,0.42470655,0.33548447,[42.0160061],khean-ss2,dataset\khean-ss2\Recording_195.wav,Recording_195.wav
8.1,0.08942722,0.80474854,1.5821533,1995.2781185188567,530.5358931760755,3148.752784182486,2201.784543994094,0.05999913256626074,-392.76602,132.26117,120.500114,38.03609,-54.94632,77.43368,-24.179285,24.177263,-10.789598,17.638327,-12.871534,20.454817,-7.5056696,10.564066,-17.417068,15.129396,-16.046873,14.811399,-6.256256,9.399647,-6.2676215,8.987731,-4.064694,6.1741757,4.018144,7.7664576,0.42539963,0.30593622,[178.20581897],khean-ss2,dataset\khean-ss2\Recording_196.wav,Recording_196.wav
6.7,0.10529749,0.8479309,1.6714172,1964.7015374286195,690.4754257763532,3009.8798388840833,2279.0312206396957,0.05979502324826989,-410.60532,126.177086,113.41417,42.15025,-45.050552,72.64131,-15.001926,19.935585,-5.3268704,13.662651,-12.829431,22.492605,-14.168812,16.841024,-20.958014,19.868013,-11.928814,13.096231,-1.5530322,6.495901,-0.5563051,6.852175,2.5333147,7.030947,10.6882305,13.5450535,0.44360366,0.31504285,[101.33272059],khean-ss2,dataset\khean-ss2\Recording_197.wav,Recording_197.wav
7.9,0.06683184,0.59576416,1.0960388,1701.0645424827637,663.1861088153242,2796.660328331498,1986.9638801874219,0.04537430593795888,-413.14926,94.23612,138.29741,35.856255,-36.422028,53.11467,-19.938211,16.16608,4.270254,5.911106,-12.79317,22.438091,-13.1846695,15.296272,-17.49248,15.040843,-14.906014,12.394469,-6.2026563,11.017786,-8.791534,12.721424,-4.457265,8.990009,7.9836793,9.056888,0.4000135,0.32130745,[53.83300781],khean-ss2,dataset\khean-ss2\Recording_198.wav,Recording_198.wav
6.8,0.06416615,0.41879272,0.8126831,1581.9386166541722,666.3961001989719,2481.3158263118603,1869.3835484830363,0.04541265598336178,-440.25925,87.19979,155.07285,36.876534,-31.391186,50.926723,-29.696396,19.25362,4.504464,7.691244,-4.3877926,15.795363,-13.094945,14.544371,-19.80003,14.266666,-21.46812,16.479364,-12.99004,13.265882,-0.37855285,6.6838984,6.7588296,15.143641,9.608085,14.273218,0.37703645,0.31868944,[65.41732595],khean-ss2,dataset\khean-ss2\Recording_199.wav,Recording_199.wav
8.1,0.07627836,0.84536743,1.5249023,1880.7763491859707,632.745354137023,3048.2130864971346,2096.9066664732145,0.054623841556232094,-397.34796,123.11384,140.4001,39.248188,-46.762367,70.83623,-11.341305,16.25255,5.725821,15.060432,-2.093772,19.149239,3.0663383,10.281333,-9.636418,13.307027,-8.843321,11.166168,-0.13759537,8.553023,1.8454095,7.83228,4.53614,6.8572836,9.063318,10.179673,0.4548816,0.3139784,[62.26468373],khean-ss2,dataset\khean-ss2\Recording_200.wav,Recording_200.wav
6.9,0.08689834,0.7657776,1.4960632,2156.7712264675138,774.0876713342799,3622.0295266544117,2315.442223859788,0.06445804884453782,-410.54916,128.55591,125.72135,41.912987,-53.26394,72.95503,-8.639673,17.047794,-0.86547536,12.980174,-11.624249,21.516916,-7.047817,13.735489,-19.048004,17.681725,-10.291271,11.185354,-1.7815015,8.256602,-4.7454357,9.0099945,-0.45867088,6.68052,7.096875,10.700463,0.43426654,0.31048745,[72.78829225],khean-ss2,dataset\khean-ss2\Recording_201.wav,Recording_201.wav
6.3,0.08460577,0.5686035,0.9852905,1915.8213385569218,951.4359958799545,3266.701916436464,2140.2541606913182,0.05442762287062615,-428.16684,95.023125,132.77937,31.433636,-42.071968,58.07833,-6.2479253,12.26733,6.000317,7.4074817,-14.964338,23.878555,-10.698332,16.357296,-19.729567,16.10753,-14.301783,11.929381,-3.0755289,8.047824,-7.9268565,12.637979,0.13018085,6.6025176,14.529198,13.678264,0.3938258,0.3192171,[54.97839096],khean-ss2,dataset\khean-ss2\Recording_202.wav,Recording_202.wav
7.1,0.07617887,0.5036011,1.0057983,1614.1235877766576,500.8293929899892,2646.19140625,2014.323226058221,0.04774544909109477,-418.2118,115.3958,155.63623,38.11906,-33.672653,62.180115,-6.4798098,10.258518,10.085592,9.513026,-4.9635415,20.863493,-10.893989,19.292355,-13.475364,17.54728,-5.2527666,10.911192,-0.3625078,7.7699823,2.5984735,6.2506723,4.144936,4.8716,9.648728,9.760398,0.48645058,0.32059336,[33.77757353],khean-ss2,dataset\khean-ss2\Recording_203.wav,Recording_203.wav
7.0,0.13547078,0.8908386,1.7476501,2123.5880938974014,832.6448634722137,3390.4260436100744,2295.00305108751,0.06283928663971808,-346.4323,161.17784,123.16972,53.768208,-77.05296,77.77061,-24.55111,25.745796,-16.481133,20.453604,-21.01318,21.460457,-18.276634,14.693975,-24.36941,18.69094,-22.497772,16.847519,-11.136911,9.589619,-5.3882546,6.7957807,-0.8421267,3.9261208,5.681448,6.4748735,0.4602154,0.2982826,[156.60511364],khean-ss2,dataset\khean-ss2\Recording_204.wav,Recording_204.wav
7.8,0.08663107,0.77453613,1.445404,1752.0641841336653,600.9107197947928,2837.6083374023438,1910.3079395745,0.05369349888392857,-400.98373,119.117584,147.59952,36.511013,-59.35549,69.44608,-18.923796,17.449514,0.49312702,13.517487,-15.760609,21.918106,-11.921836,12.557715,-15.355658,14.209699,-16.837687,14.901689,-17.726414,14.831748,-11.771105,12.657124,-2.845585,5.642436,6.890535,9.572326,0.41260463,0.3106491,[74.89809783],khean-ss3,dataset\khean-ss3\Recording_205.wav,Recording_205.wav
6.6,0.0736409,0.6225586,1.1277161,1906.785369246273,509.5212541492016,3065.4350079635324,2254.5996067327596,0.0565470878185413,-441.04712,114.0113,132.41545,32.483376,-39.329636,66.61726,-12.57193,10.748389,3.8137534,9.648076,-8.563088,21.344206,-14.651338,16.545124,-16.181616,15.510473,-12.424375,14.685414,-5.692973,11.735335,4.865937,7.307162,6.209829,11.984665,8.394192,14.118108,0.42867526,0.31568226,[92.28515625],khean-ss3,dataset\khean-ss3\Recording_206.wav,Recording_206.wav
7.0,0.09538995,0.7462158,1.4283752,2079.1937551975707,604.8827826030908,3475.594682835821,2303.3466141102504,0.05910227508291874,-385.0935,144.75476,126.05309,39.182846,-61.671967,74.73967,-8.157157,10.791538,-6.9308124,18.179798,-16.467405,21.764326,-20.599373,20.835037,-19.217157,19.046814,-9.854232,10.109205,-7.509987,9.128229,2.4345937,6.8575444,-2.7408066,7.8469806,2.6979828,9.4432955,0.45848757,0.30225527,[191.40625],khean-ss3,dataset\khean-ss3\Recording_207.wav,Recording_207.wav
7.7,0.09550771,0.7194824,1.3025208,2147.3778723025193,541.2450318002377,3419.3040227315514,1958.6446800726917,0.07083607868975904,-350.9796,115.13956,119.56257,34.586624,-88.857254,62.426735,-10.397461,14.080445,-3.5848544,15.462985,-23.307354,20.150713,-27.35581,18.707218,-28.378712,18.342867,-16.199438,9.6700325,-11.517053,9.660487,-1.7087758,7.9237423,6.6008153,13.634358,14.036919,16.48333,0.40294337,0.30652505,[65.41732595],khean-ss3,dataset\khean-ss3\Recording_208.wav,Recording_208.wav
8.3,0.08780012,0.7211914,1.3821716,1992.4090675358589,688.7498473032077,3191.070121284965,2002.0105608788597,0.06335227272727273,-386.18338,115.17323,129.27972,36.136555,-67.38625,64.111824,-19.684004,14.91453,-0.13763116,10.455924,-20.938114,22.529772,-26.975273,21.290445,-24.45726,17.946379,-15.840445,12.438425,-8.975608,9.796915,-2.3381784,7.1224303,-0.2540321,6.3629737,7.399596,10.601488,0.42637816,0.30672443,[135.99917763],khean-ss3,dataset\khean-ss3\Recording_209.wav,Recording_209.wav
8.2,0.059433065,0.3642273,0.6870117,1936.4730733549598,575.6884756050489,3341.3622563428216,1926.9423743850384,0.05783750110502121,-366.20142,84.29007,157.1179,21.096968,-71.51558,43.97159,18.76062,17.982758,15.59238,12.640519,1.2072923,11.61917,-1.1573951,6.796047,-6.5018973,8.049757,3.8787823,6.7985697,-20.05226,13.058743,-22.48609,13.975469,-3.4276888,7.8885074,-6.704066,7.5290036,0.29246932,0.32019186,[78.30255682],khean-ss3,dataset\khean-ss3\Recording_210.wav,Recording_210.wav
7.3,0.081444144,0.47384644,0.9320984,1852.7849345110494,548.9465683288993,3049.8067834608505,1615.8073869337854,0.0707674011327504,-296.56747,38.20895,176.47574,22.354128,-71.53857,17.954945,12.058707,16.875292,13.326065,11.225439,-6.097833,8.5370245,-9.960815,9.596079,-11.486168,11.044653,7.309841,9.156245,-17.51199,9.9656,-28.329445,6.5539846,-4.57649,7.636556,-4.2197843,7.108089,0.23805518,0.28688008,[166.70866935],khean-ss3,dataset\khean-ss3\Recording_211.wav,Recording_211.wav
7.6,0.078545496,0.4529724,0.8707886,1815.9542916581415,430.5948934030365,2998.7368797709923,1533.844393596953,0.07138895515267175,-301.18155,42.801003,179.30785,24.488943,-75.89228,18.97989,1.743475,11.635133,13.036656,9.867585,-13.961589,6.993728,-11.21954,7.0165954,-12.163059,9.726006,3.3489935,8.633784,-14.051527,7.401386,-31.966347,6.3071585,-6.837982,6.4282885,0.32591188,7.6088777,0.25465858,0.28853515,[166.70866935],khean-ss3,dataset\khean-ss3\Recording_212.wav,Recording_212.wav
7.2,0.075402364,0.42352295,0.84140015,1889.1518260264584,526.7509760242422,3196.0682744565215,1625.3697419805344,0.06600524607487923,-299.14157,56.019165,189.68431,25.427874,-89.89824,33.386795,13.606079,12.670478,4.1228404,7.729798,-9.308012,8.769802,-8.336572,8.101114,-16.20563,8.246979,3.1273453,6.9676023,-22.6086,9.112145,-22.046377,8.746126,5.063299,9.794818,1.3750303,9.35401,0.28389707,0.29906127,[79.50721154],khean-ss3,dataset\khean-ss3\Recording_213.wav,Recording_213.wav
8.0,0.08430536,0.3960266,0.7799072,2092.7011741041747,459.2191091499317,3287.7456266983695,1580.5711097643116,0.0816123188405797,-282.43927,34.182434,172.13477,17.889124,-101.21171,13.01539,15.4881735,12.467608,6.990212,9.010982,-8.742365,8.263348,-12.0330515,7.18333,-19.749035,8.002149,5.706381,8.483651,-21.378332,7.402254,-22.642677,8.909571,5.0252676,11.093949,-0.7458757,6.9009514,0.23067655,0.2851259,[161.49902344],khean-ss3,dataset\khean-ss3\Recording_214.wav,Recording_214.wav
